plz;supermarkt;adresse
01662;Edeka-aktiv Markt;Fabrikstraße 14c
01662;Nah + Gut;Wilsdruffer Straße 19
01662;Aldi;Neumarkt 42
01665;Triebischtaler Frische Markt;Talstraße 1
01683;Aldi;Fabrikstraße 3
01683;Edeka Richter;Bismarckstraße 30
01683;Netto Marken-Discount;Bismarckstraße 46
01683;Penny;Fabrikstraße 3
01683;Netto Marken-Discount;Zellsteig 1
01689;Netto Marken-Discount;Dresdner Straße 94
01689;Lidl;Dresdner Straße 16
01689;Netto Marken-Discount;Moritzburger Straße 51
01689;Edeka;Dresdner Straße 18
01705;Edeka;Dorfplatz 1
01705;Kaufland;Wilsdruffer Straße 52
01705;Kaufland;An der Spinnerei 8
01705;Netto;Rabenauer Straße 32
01705;LIDL;Dresdner Straße 112
01705;Netto Marken-Diskount;Wilsdruffer Straße 79
01705;nahkauf;Oppelstraße 3
01705;Norma;Carl-Thieme-Straße 28
01705;Netto Marken-Discount;Körnerstraße 1
01705;Penny;Bahnhofstraße 30
01705;ALDI;Dresdner Straße 258
01705;Rewe;Dresdner Straße 250
01705;Netto Marken-Discount;Poisentalstraße 55
01705;Norma;Carl-Thieme-Straße 26
01723;Lidl;Freiberger Straße 56
01723;Netto Marken-Discount;Meißner Straße 30a
01723;Aldi;Meißner Straße 30b
01723;Edeka Müller;Am Gleis 1
01728;real;An der Zschauke 4
01728;Netto Marken-Discount;Kirchstraße 12
01728;Netto;Poisentalstraße 2f
01728;Penny;Kreischaer Straße 2b
01731;Diska;Lungkwitzer Straße 3
01734;Nah & Frisch;Hauptstraße 117
01737;Netto Marken-Discount;Dresdner Straße 25
01744;Rewe;Planberg 7
01744;Netto Markendiscount;Altenberger Straße 50
01744;Lidl;Am Firstenweg 1A
01744;Kaufland;Industriering 2
01744;Aldi;Gewerbering 5
01744;PENNY;Schmiedeberger Markt 1
01768;EDEKA Clausnitzer;Dresdner Straße 23
01768;Penny;Müglitztalstraße 6a
01768;Netto-Markendiscount;Müglitztalstraße 19a
01773;Netto;Zinnwalder Straße 13
01773;Netto;Max-Niklas-Straße 4
01773;EDEKA Clausnitzer;Hirschsprunger Straße 11
01774;Landmarkt Alte Schule;Freiberger Straße 14
01774;Penny;Siedlungsweg 70
01774;Edeka;Platz der Jugend 3b
01778;Penny;Bahnhofplatz 4
01796;Netto Marken-Discount;Äußere Pillnitzer Straße 18a
01796;Netto Marken-Discount;Einsteinstraße 20
01796;Konsum;Rottwerndorfer Straße 43
01796;Bioladen;Rottwerndorfer Straße 12
01796;LIDL;Dresdner Straße 9
01796;Netto Marken-Discount;Am Felsenkeller 1
01796;Kaufland;Struppener Straße 11a
01796;Penny;Zehistaer Straße 64
01796;Netto;Struppener Straße 7
01796;Rewe;Schillerstraße 28c
01796;Netto Marken-Discount;Pratzschwitzer Straße 17
01796;Lidl;Rudolf-Renner-Straße 10
01796;Kaufland;Lohmener Straße 12c
01796;ALDI;Struppener Straße 2a
01796;Rewe;Remscheider Straße 3a
01796;Edeka;Heidenauer Straße 1
01809;ALDI;August-Bebel-Straße 30
01809;Netto;Dresdner Straße 58
01809;Penny;Dresdener Straße 8
01809;LIDL;Gabelsbergerstraße 8
01809;Netto;Müglitztalstraße 97
01809;;Burkhardswalder Straße 41
01809;Netto;Rosa-Luxemburg-Straße 7
01809;Netto;Hauptstraße 41
01809;Aldi;Siegfried-Rädel-Straße 3
01814;Nahkauf;Dresdner Straße 2b
01814;Penny;Basteistraße 35
01816;Edeka;Königstraße 53
01816;Netto Marken-Discount;Oberer Ladenberg 21
01816;Penny;Pirnaer Straße 11a
01824;Edeka;Dresdner Straße 6b
01833;Netto Marken-Discount;Schützenhausstraße 9
01833;Penny;Pirnaer Landstraße 1a
01844;Rewe;Maxim-Gorki-Straße 9
01844;Kaufland;Wilhelm-Kaulisch-Straße 26
01844;Lidl;Wilhelm-Kaulisch-Straße 29
01844;Dänisches Bettenlager;Am Wasserberg 2
01844;Aldi;Sebnitzer Straße 41
01847;Netto Marken-Discount;Alte Schäferei 2
01855;Penny;Schillerstraße 40A
01855;Edeka;Rosenstraße 6
01855;Netto;Hohnsteiner Straße 2A
01855;Lidl;Gartenstraße 1
01855;Dorfladen im Berghof;Am Anger 1
01855;Aldi Nord;Schandauer Straße 86
01855;Netto Marken-Discount;Doktor-Steudner-Straße 82
01877;Norma;Ernst-Thälmann-Straße 3
01877;E-Zigaretten Fachhandel TW-smoke.de;Kamenzer Straße 12
01877;"""Pax et Bonum"" - Eine Welt Laden e.V.";Dresdener Straße 11
01877;Aldi Süd;Am Güterbahnhof 2
01877;Rewe;Carl-Maria-von-Weber-Straße 1
01877;Netto;Kamenzer Straße 49
01877;Netto;Dresdener Straße 45
01877;Netto Marken-Discount;Belmsdorfer Straße 29
01877;Lidl;Friedrich-List-Straße 2
01877;Edeka;Am Gewerbepark 2
01896;Lidl;Kamenzer Straße 23
01896;Rewe XL;Kamenzer Straße 6a
01896;Netto Marken-Discount;Dresdener Straße 39b
01900;Netto Marken-Discount;Pulsnitzer Straße 4B
01900;Lidl;Pulsnitzer Straße 13
01900;;Adolf-Zschiedrich-Straße 2a
01900;Netto;Bandweberstraße 28
01904;nah & gut;Neue Straße 1A
01904;Nah & Frisch;Parkstraße 1
01904;Eisengießerei;Dresdener Straße 15
01904;Nahkauf;Dresdener Straße 15
01904;Lidl;Am Ostbahnhof 5
01904;Netto Marken-Discount;Hauptstraße 12
01909;Norma;Zur Wesenitzaue 1
01917;Netto;Siedlungsweg 20
01917;Edeka;Siedlungsweg 2a
01917;Kaufland;An der Windmühle 2
01917;Lidl;Fichtestraße 2
01917;Kaufland;Willy-Muhle-Straße 8a
01917;Netto Marken-Discount;Fichtestraße 10
01917;Aldi;Uferstraße 4
01920;Netto;Stadtring 2
01920;SB-Markt;Bahnhofstraße 17a
01920;;An den Anlagen 5
01936;Lidl;Weißbacher Straße 28
01936;Netto;Weißbacher Straße 62
01936;Aldi;Birkenweg 2
01936;Edeka;Dresdner Straße 32
02625;Edeka;Hanns-Eisler-Straße 
02625;Kaufland;Gesundbrunnenring 62
02625;ALDI;Gesundbrunnenring 4
02625;NORMA;Muskauer Straße 20
02625;Vorwerk Podemus Bio-Stadtmarkt Bautzen;Töpferstraße 38
02625;Kaufhalle Ost;Bertolt-Brecht-Straße 1b
02625;Lidl;Neusalzaer Straße 39a
02625;ALDI;Dresdener Straße 49d
02625;Penny;Hoyerswerdaer Straße 136
02625;Netto Marken-Discount;Löbauer Straße 81b
02625;Netto;Dresdener Straße 46
02625;Edeka;Stieberstraße 55
02625;Aldi;Stieberstraße 53
02625;Penny;Tzschirnerstraße 16
02625;Penny;Am Carolagarten 1
02625;Lidl;Steinstraße 36
02625;Netto;Neusalzaer Straße 13
02625;Netto Marken-Discount;Frederic-Joliot-Curie-Straße 1
02681;NETTO mit dem Scottie;Wilthener Straße 1
02681;EDEKA;Zittauer Straße 16
02681;Netto;Zittauer Straße 44
02689;Edeka;Gerhart-Hauptmann-Straße 10
02689;Netto Marken-Discount;Gerhart-Hauptmann-Straße 2A
02689;Penny;Bahnhofstraße 46
02692;Netto Marken-Discount;August-Bebel-Straße 13
02694;Thomas Philipps Sonderposten;Gewerbepark 3
02694;Penny Markt;Ernst-Thälmann-Straße 45
02699;Diska;Hauptstraße 56a
02699;Nah & Gut;Übigauer Straße 1
02699;Diska;Neudorfer Straße 20a
02708;Gener-Kaufhalle;Mittelweg 5
02708;Penny;Laubaner Straße 37
02708;Kaufland;Rumburger Straße 9
02708;LIDL;Poststraße 7
02708;ALDI;Ahornallee 2
02708;Netto;Ahornallee 21a
02708;Nahkauf Dießner;Beiersdorfer Straße 32
02708;Diska;Sachsenstraße 4
02727;Edeka Göldner;Fröbelstraße 3
02730;Netto Marken-Discount;Rumburger Straße 73
02730;Kaufland;Johann-Andreas-Schubert-Straße 11
02730;Netto Marken-Discount;Hauptstraße 160
02733;Nahkauf;Czornebohstraße 2a
02733;Oberlausitzer Einkauf Zentrum;Hauptstraße 3
02733;Netto;Bautzener Straße 10
02733;Netto Marken-Discount;Köblitzer Straße 2
02736;ALDI;Bautzener Straße 7a
02736;Biomarkt Oppach;August-Bebel-Straße 62
02739;bio am kottmar;Hauptstraße 256
02739;Nahkauf - Ilando24;Hauptstraße 199
02747;"Naturkostladen ""Natürlich Dienel""";Löbauer Straße 40
02747;Penny;Löbauer Straße 45
02747;Netto Marken-Discount;Löbauer Straße 55
02763;Rewe Center;Hochwaldstraße 20
02763;Lidl;Kantstraße 31
02763;ALDI;Dresdner Straße 42
02763;Aurelie Zittau;Poststraße 1
02763;Netto;Löbauer Straße 13b
02763;E aktiv markt Lubach;Dresdner Straße 1a
02763;Penny;Gubenstraße 33
02763;Norma;Görlitzer Straße 27
02763;ALDI;Leipziger Straße 35
02763;Netto;Südstraße 35
02763;Nah & Frisch;Zum See 3
02779;diska;Hauptstraße 27
02779;Netto (ehemals Plus);Buchbergstraße 51
02785;Penny;Julius-Ringehan-Straße 35
02785;Nah & Frisch;Oberer Viebig 2a
02788;Diska;Görlitzer Straße 29a
02794;Diska;Sachsenstraße 19
02796;Kaufhalle;Große Seite 17
02826;Aldi;Pontestraße 10
02826;Bio im Bahnhof;Bahnhofstraße 76
02826;Norma;Rauschwalder Straße 46
02826;NaturkostArche;Bautzener Straße 32
02826;Lidl;Christoph-Lüders-Straße 32
02826;Penny;Bahnhofstraße 
02826;Netto Marken-Discount;Biesnitzer Straße 1a
02826;Edeka;Dresdener Straße 21
02826;Aldi;Emmerichstraße 33-35
02826;Diska;Goethestraße 19
02827;Rewe;Reichenbacher Straße 19
02827;Kaufland;Zittauer Straße 120
02827;Netto Marken-Discount;Leschwitzer Straße 20
02827;Netto Marken-Discount;Wiesenweg 1
02827;Aldi;Reichenbacher Straße 106
02827;Lidl;Reichenbacher Straße 53b
02828;Kaufland;Scultetusstraße 24
02828;Netto Marken-Discount;Schlesische Straße 29
02894;Landshop Melaune;Melaune 19
02894;Penny;Löbauer Straße 25
02894;Netto;Löbauer Straße 3
02899;Penny;An den Schrebergärten 2
02899;Gener;Obere Straße 10b
02906;Rewe XXL;Kollmer Straße 8
02906;Penny;Rothenburger Straße 23
02906;Kruschinskis Einkaufsmarkt;Pappelweg 144
02923;Edeka;Straße der Einheit 34a
02929;Netto;Horkaer Straße 30a
02929;Edeka;Horkaer Straße 10
02943;Netto Marken-Discount;Lutherstraße 70
02943;Eine Welt Laden Weißwasser;Kirchstraße 2
02943;Lidl;Friedensstraße 77
02943;Lidl;Bautzener Straße 31
02943;Aldi;Berliner Straße 106
02953;Netto Marken-Discount;Berliner Chaussee 18
02953;Penny;Leopold-Schefer-Straße 21
02959;NORMA;Strugaaue 1
02959;Netto;Friedensstraße 51a
02977;Globus SB;Kamenzer Bogen 1
02977;Netto Marken-Discount;Lipezker Platz 3-8
02977;Netto Marken-Discount;Frederic-Joliot-Curie-Straße 23
02977;Netto Marken-Discount;Wittichenauer Straße 20a
02977;Aldi;Albert-Einstein-Straße 1 A
02977;Kaufland;Straße E 9
02977;Aldi;Ziolkowskistraße 18
02977;Penny;Hoffmann-von-Fallersleben-Straße 47
02977;Lidl;Schulstraße 2a
02991;Lidl;Senftenberger Straße 1
02991;Netto;Karl-Liebknecht-Straße 2
02991;Aldi;Friedensstraße 8
02991;FRISTO Getränkemarkt;Ernst-Thälmann-Straße 1c
02994;Netto Marken-Discount;Dresdener Straße 13
02994;;Dresdener Straße 12
02994;Lidl;Rathausallee 8
02997;Netto Marken-Discount;Kamenzer Straße 40c
02997;Nah & Gut;Markt 13 - 16
02999;Netto;Am Strand Lohsa 1
04103;HIT;Straße des 18. Oktober 44
04103;Edeka;Bauhofstraße 3-5
04103;Netto;Inselstraße 4
04103;Konsum;Prager Straße 12a
04103;Edeka Schwarm;Grimmaischer Steinweg 5
04103;Rewe;Tarostraße 2
04105;Konsum;Springerstraße 25
04105;Konsum;Goyastraße 2
04105;Natur & Fein;Waldstraße 23
04105;Surmount Liquids;Berliner Straße 1
04105;Konsum;Nordstraße 41
04107;Konsum;Dufourstraße 25
04107;Konsum;Karl-Liebknecht-Straße 6b
04107;Aldi;Windmühlenstraße 31
04107;Aldi;Braustraße 26
04107;Konsum;Grassistraße 13
04109;Lidl;Petersstraße 36/44
04109;Mekong Asia;Ritterstraße 44-48
04109;Netto;Ranstädter Steinweg 20
04109;Aldi;Willy-Brandt-Platz 7
04109;Rewe;Willy-Brandt-Platz 7
04109;Edeka;Brühl 1
04109;Konsum;Jahnallee 10-12
04109;denn's Biomarkt;Brühl 1
04109;Penny;Ritterstraße 23-25
04109;Rewe City;Hainstraße 21-29
04109;Konsum;Käthe-Kollwitz-Straße 16 - 18
04109;Konsum;Sebastian-Bach-Straße 7
04129;Norma;Hartzstraße 6
04129;Norma;Essener Straße 11
04129;SELGROS;Maximilianallee 5
04129;Netto Marken-Discount;Theresienstraße 77
04129;Netto Marken-Discount;Wittenberger Straße 25
04129;Lidl;Theresienstraße 5
04129;Aldi;Delitzscher Straße 61
04155;Penny;Georg-Schumann-Straße 50
04155;Kaufland;Georg-Schumann-Straße 105-109
04155;Rewe City;Georg-Schumann-Straße 60
04155;Rewe;Breitenfelder Straße 1a
04157;Konsum;Viertelsweg 56
04157;Kern & Stein;Coppistraße 81
04157;Lidl;Max-Liebermann-Straße 99
04157;Konsum;Jörgen-Schmidtchen-Weg 2
04157;Konsum;Coppistraße 42-44
04158;Siegfried Schuster Floristenbedarf;Steinbachweg 2
04158;Floristenbedarf Bettin;Steinbachweg 2
04158;diska;Delitzscher Landstraße 54
04158;Diska;Lindenthaler Hauptstraße 81
04158;EDEKA;Messe-Allee 25
04158;Konsum;Birkenring 12
04159;naturaum;Georg-Schumann-Straße 294
04159;Konsum;Dantestraße 17
04159;Kaufland Am Viadukt;Georg-Schumann-Straße 290
04159;Norma;Am Börnchen 5
04177;Netto Marken-Discount;GutsMuthsstraße 
04177;Schwarzwurzel;Erich-Köhn-Straße 65
04177;Kaufland;Lindenauer Markt 2
04177;Lidl;Hauschildstraße 1
04178;Norma;Großer Marktweg 8
04178;EDEKA Voßler;Pestalozzistraße 72
04178;Netto;Heinrich-Heine-Straße 91
04178;Netto;Heinrich-Heine-Straße 41
04178;Aldi;Heinrich-Heine-Straße 39
04178;NETTO;Burgauenstraße 2
04179;Rewe;Georg-Schwarz-Straße 139 - 142
04179;Penny;Georg-Schwarz-Straße 131
04179;Aldi;Georg-Schwarz-Straße 92 - 96
04179;Konsum;Ellernweg 1A
04179;Konsum;Lützner Straße 162
04179;Netto;Plautstraße 36
04205;Kaufland;Kiewer Straße 30
04205;Lidl;Großmiltitzer Straße 45
04205;Norma;Schönauer Straße 240
04205;Netto;Lützner Straße 540
04207;Netto City;Selliner Straße 1B
04207;Aldi;Straße am See 1
04207;Penny;Kiewer Straße 1
04207;Rewe;An der Kotsche 9
04209;Rewe Center;Ludwigsburger Straße 9
04209;Lidl;Stuttgarter Allee 2
04209;Netto Marken-Discount;Karlsruher Straße 85
04229;Kostbar Naturkost;Karl-Heine-Straße 77
04229;Konsum;Könneritzstraße 50
04229;EDEKA Voigt;Zschochersche Straße 48
04229;Biomare;Karl-Heine-Straße 43
04229;Konsum;Karl-Heine-Straße 85
04229;Netto Marken-Discount;Rödelstraße 31
04229;Netto Marken-Discount;Antonienstraße 57
04229;Lidl;Zschochersche Straße 79
04229;Penny;Zschochersche Straße 82
04229;Rewe;Zschochersche Straße 82
04229;Rewe City;Antonienstraße 19
04249;Kaufland;Anton-Zickmantel-Straße 42
04249;Konsum;Dieskaustraße 365
04249;Netto Marken-Discount;Hornstraße 2
04249;Aldi;Gerhard-Ellrodt-Straße 30
04249;Lidl;Dieskaustraße 175
04275;Bio am Fockeberg;Brandvorwerkstraße 76
04275;Aldi;Arthur-Hoffmann-Straße 113
04275;Konsum;Fockestraße 4
04275;Netto;Bernhard-Göring-Straße 81
04277;Konsum;Arthur-Hoffmann-Straße 175
04277;Lidl;Zwickauer Straße 66
04277;Konsum;An der Märchenwiese 16a
04277;Konsum;Biedermannstraße 66
04277;Lidl;Windscheidstraße 1
04277;Netto;Bornaische Straße 22
04277;Konsum Leipzig;Bornaische Straße 55
04277;Rewe;Scheffelstraße 34
04279;Konsum;Johannes-R.-Becher-Straße 2
04279;Penny;Zwickauer Straße 125
04279;Aldi;Friederikenstraße 25
04279;Rewe;Bornaische Straße 111
04288;Konsum;Kärrnerstraße 
04288;Diska;Zum Rosengarten 1
04299;Rewe;Holzhäuser Straße 110
04299;Konsum;Schönbachstraße 78
04299;Nahkauf;Thiemstraße 1
04299;Aldi;Holzhäuser Straße 106
04299;Lidl;Holzhäuser Straße 104
04315;Netto;Dornbergerstraße 8
04315;Konsum;Eisenbahnstraße 51
04315;Späti;Eisenbahnstraße 149
04315;Konsum Leipzig;Bautzmannstraße 6-8
04315;im Angebot;Hermann-Liebmann-Straße 79
04315;Rewe;Kreuzstraße 31
04316;Norma;Zweinaundorfer Straße 163
04316;Netto;Sommerfelder Straße 80
04316;PENNY;Zweinaundorfer Straße 198
04317;Kaufland;Dresdner Straße 78-80
04317;Norma;Stötteritzer Straße 38
04317;Penny;Täubchenweg 69-73
04318;Lidl;Torgauer Straße 74
04318;Tina's Bauern Lädchen;Karl-Härting-Straße 7
04318;Konsum;Gregor-Fuchs-Straße 31a
04319;Norma;Arthur-Winkler-Straße 37
04319;Netto;Diamantstraße 2
04319;Aldi;Hugo-Aurig-Straße 5a
04328;Lidl;Riesaer Straße 75
04328;Aldi;Riesaer Straße 30
04329;Konsum;Waldzieststraße 1
04329;Kaufland;Paunsdorfer Allee 1
04329;Rewe;Paunsdorfer Allee 1
04329;Lenta Lebensmittel;Hermelinstraße 2
04347;Netto;Löbauer Straße 68
04347;Aldi;Löbauer Straße 70
04347;EDEKA;Volksgartenstraße 55
04347;Netto;Waldbaurstraße 2
04347;Rewe;Löbauer Straße 44
04347;Kaufland;Torgauer Straße 279
04349;Mere;Tauchaer Straße 260
04349;Lidl;Theklaer Straße 150
04357;Netto;Kieler Straße 9-11
04357;Aldi;Tauchaer Straße 10
04357;Rewe;Rosenowstraße 30b
04416;Konsum;Arndtstraße 2
04416;Konsum;Rathausstraße 33-35
04416;Aldi;Koburger Straße 13
04416;Lidl;Koburger Straße 
04416;Globus;Nordstraße 1
04416;Marktkauf;Städtelner Straße 54
04416;Netto;Sonnesiedlung 2a
04416;Netto;Hauptstraße 99
04416;Nahkauf;Hauptstraße 229
04416;Aldi;Bornaer Chaussee 2
04420;Nahkauf;Krakauer Straße 
04420;Netto;Karlstraße 14b
04420;Netto Marken-Discount;Leipziger Straße 70
04420;Lidl;Leipziger Straße 67
04420;Rewe;Leipziger Straße 77
04425;Bioladen Taucha;Poststraße 1
04425;Netto;Max-Liebermann-Straße 1
04425;Lidl;Leipziger Straße 117
04425;Kaufland;Portitzer Straße 34
04425;Netto;Graßdorfer Straße 15a
04435;Netto;Paetzstraße 2
04435;Norma;Modelwitzer Straße 1
04435;Aldi;Merseburger Straße 25
04435;Lidl;Hallesche Straße 64
04435;Rewe;Merseburger Straße 25
04442;Netto Marken-Discount;Bornaer Straße 1
04451;Rewe;Otto-von-Guericke-Straße 1
04451;Penny;Panitzscher Straße 1
04451;Netto Marken-Discount;Otto-von-Guericke-Straße 2
04463;Netto Marken-Discount;Sepp-Verscht-Straße 1
04463;Kaufland;Sepp-Verscht-Straße 1
04509;Konsum Leipzig;Zschernweg 2
04509;Rewe;Raiffeisenstraße 1
04509;REWE Markt;Eisenbahnstraße 28
04509;Norma;Securiusstraße 12 A
04509;Netto Marken-Discount;Securiusstraße 33a
04509;Netto Marken-Discount;Albert-Böhme-Straße 1
04509;Netto Marken-Discount;Beerendorfer Straße 24
04509;Konsum;Beerendorfer Straße 49
04509;Edeka;Johannes-R.-Becher-Straße 28
04509;Lidl;Richard-Wagner-Straße 9a
04509;Konsumgenossenschaft Leipzig eG;Leipziger Straße 35b
04509;Kaufland;Sachsenstraße 1
04509;Penny;Albert-Böhme-Straße 
04509;NETTO;Dübener Straße 121a
04509;Konsum;Hallesche Straße 55
04509;Einkaufmarkt Wiedemar GmbH & Co. KG;Hauptstraße 25
04519;Konsum;Lindenstraße 8a
04519;Penny;Hauptstraße 26
04519;Diska;Kömmlitzer Straße 1
04523;Nah & Frisch;Breitstraße 48
04523;Lidl;Groitzscher Fußweg 1
04523;Netto Marken-Discount;Carsdorfer Straße 8
04523;Norma;Carsdorfer Straße 15
04539;Einkaufsmarkt Benndorf;Sebastians Hof 3
04539;Netto Marken-Discount;Schusterstraße 6
04539;Penny;Friedrich-Ebert-Straße 28
04539;Aldi;Schusterstraße 1
04552;Netto;Sachsenallee 26
04552;Diska;Stauffenbergstraße 16
04552;Kaufland;Am Wilhelmschacht 34
04552;Edeka;Sachsenallee 28b
04552;Aldi Nord;Oststraße 3 A
04552;Lidl;Lobstädter Straße 17
04552;Aldi;Lobstädter Straße 25
04552;Netto Marken-Discount;Magdeborner Straße 22
04552;Netto Marken-Discount;Pawlowstraße 2A
04552;Netto Marken-Discount;Deutzener Straße 7
04564;Netto Marken-Discount;Händelstraße 1
04564;Lidl;Röthaer Straße 30C
04564;Penny;Jahnstraße 34
04565;Norma;Blumrodaer Straße 2A
04565;Netto Marken-Discount;Goethestraße 13
04565;Lebensmittelmarkt Ramsdorf;Hauptstraße 49B
04565;nah & gut;An der Kippe 32
04567;Netto Marken-Discount;Seebergasse 22
04567;Lidl;Trageser Straße 36
04571;"Dorfladen ""Speisekammer""";Straße der Republik 5
04571;Edeka;August-Bebel-Straße 9
04571;Netto Marken-Discount;Leipziger Straße 1
04575;Edeka;Schulplatz 5
04579;"Dorfladen ""Speisekammer""";Straße der Republik 5
04579;Netto Marken-Discount;Leipziger Straße 1
04643;Netto Marken-Discount;Niedergräfenhainer Weg 6
04643;Netto Marken-Discount;Colditzer Straße 8
04643;Lidl;Grimmaische Straße 37 - 39
04643;Edeka;Peniger Straße 3
04643;Aldi Nord;Colditzer Straße 6
04651;Diska;Hospitalstraße 6
04651;Penny;Erich-Weinert-Straße 5B
04651;Rewe;Silikastraße 1
04654;Konsum Leipzig;Am Bahnhof 5
04654;Lidl;Wiesenmühlenweg 1
04654;Netto;An der Wyhraaue 4
04654;Norma;Wiesenmühlenweg 8
04655;Konsum Leipzig;Am Bahnhof 5
04668;Penny;Straße des Friedens 20
04668;Penny;Hugo-Koch-Straße 4
04668;Kaufland;Gerichtswiesen 2
04668;Norma;Zum Storchennest 2
04668;Netto;Grimmaische Straße 59
04668;Edeka;Colditzer Landstraße 1
04668;Norma;Vorwerkstraße 1
04668;Nah & Frisch;Am Festplatz 4
04668;Lebensmittel Nah und Frisch;Hohnstädter Straße 8
04680;Netto Marken-Discount;Leisniger Straße 5-7
04680;LIDL;Wassergasse 1
04680;EDEKA Hollenbach;Am Bahnhof 2
04683;Netto;Brandiser Straße 98
04683;Lidl;Brandiser Straße 88
04683;Rewe;Ladestraße 5
04683;Penny;Großsteinberger Straße 25
04687;Penny;Bahnhofstraße 7b
04687;Schulberg-Markt;Am Schulberg 7
04703;Penny;Rosa-Luxemburg-Straße 4
04703;Netto Marken-Discount;An der Muldenwiese 4
04703;Aldi;Colditzer Straße 39
04703;Netto;Colditzer Straße 19
04703;Rewe;Wilhelm-Ostwald-Straße 19
04720;Kaufland;Schillerstraße 6
04720;Edeka;Rudolf-Breitscheid-Straße 2
04720;Marktkauf Döbeln;Richard-Köberlin-Straße 2
04720;Penny;Schillerstraße 38
04720;Aldi;Grimmaische Straße 67
04720;Netto Marken-Discount;Grimmaische Straße 69
04720;Nah & Frisch;Badische Straße 4
04720;Lidl;Dresdner Straße 30
04720;Lidl;Schlachthofstraße 2
04720;Netto;Unnaer Straße 1d
04720;Penny;Mastener Straße 1e
04720;Penny;Badische Straße 3
04736;CAP-Markt;Andreas-Hecht-Straße 13
04736;Kaufland;Hauptstraße 107
04736;Lidl;Hauptstraße 5
04741;Lidl;Döbelner Straße 71
04741;Netto Marken-Discount;Bahnhofstraße 34
04746;Edeka;Nordstraße 21
04746;Nahkauf;Straße des Friedens 6
04746;Netto;Dresdener Straße 74
04749;nah und gut;Kirchstraße 4
04758;EDEKA Seifert;Nossener Straße 5
04758;Lidl;Altmarkt 17-18
04758;Aldi;Nossener Straße 5
04758;Marktkauf;Venissieuxer Straße 6
04758;Penny;Striesaer Weg 2
04758;Aldi;Filderstädter Straße 5
04758;Netto Marken-Discount;Am Dresdener Berg 1
04758;diska;Friedensstraße 2e
04769;Edeka;Rosa-Luxemburg-Straße 4
04769;Netto Marken-Discount AG & Co. KG;Molkereistraße 2
04769;;An der Döllnitz 13
04769;Penny;Franz-Mehring-Straße 16a
04774;Penny;Bahnhofstraße 98
04779;Nah & Frisch;Clara-Zetkin-Straße 15
04779;Netto;Grüner Weg 4
04808;Kaufland;Collmener Straße 
04808;Aldi;Dresdener Straße 60
04808;Nah & Frisch;Am Lossatal 34
04808;Aldi;Nischwitzer Breite 1
04808;Nah & Frisch;Karl-Marx-Straße 16
04808;Netto;Dresdener Straße 36
04808;Lidl;Dresdener Straße 7
04821;Norma;Braustraße 34
04821;Netto;Gewerbeallee 8b
04821;Penny;Wurzener Straße 1
04821;Edeka;Beuchaer Straße 15
04824;Edeka;August-Bebel-Straße 8
04827;Aldi;Gartenallee 4
04827;Netto Marken-Discount;Neumarkt 1
04828;Netto;An der Mulde 13
04838;Rewe;Grenzstraße 1
04838;LIDL;Ziegelstraße 4
04838;Biola Naturkost;Steinstraße 49
04838;Aldi;Straße der Jugend 1a
04838;Nah & Frisch;Torgauer Landstraße 18
04838;Nah & Frisch;Schulstraße 6
04838;Nah & Frisch;Leipziger Straße 15
04838;Nah & Frisch;Breite Straße 21
04838;Norma;Puschkinstraße 37
04838;Netto;Nordring 39
04838;Nah & Frisch;Leipziger Straße 22
04849;Vorteilkauf;Hammermühlenweg 11
04849;Nah & Frisch;Blücherstraße 15
04849;ALDI;Postweg 16
04860;Norma;Dübener Straße 1
04860;Kaufland;Außenring 1
04860;Netto Marken-Discount;Röhrweg 23
04860;Nah & Frisch;Eilenburger Straße 2
04860;ALDI;Elbstraße 14
04860;Kaufland;Turnierplatzweg 1
04860;Lidl;Warschauer Straße 9b
04860;ALDI;Zum Großen Teich 1
04860;Netto;Kiebitzweg 2b
04860;Edeka;Puschkinstraße 4
04862;Netto Marken-Discount;Reichsstraße 26
04862;Penny;Reichsstraße 27
04874;Nah & Frisch;Elbstraße 2
04874;Netto;Torgauer Straße 3c
04874;Lidl;Bahnhofstraße 10a
04880;Penny Dommitzsch;Leipziger Straße 22a
04880;Netto Marken-Discount;August-Bebel-Straße 24
04880;Nah & Frisch;Eilenburger Straße 23
04886;Penny;Ernst-Thälmann-Straße 126a
04886;Nah & Frisch;Hauptstraße 24a
04886;Nah & Frisch;Bahnhofstraße 11
04889;NORMA;Querstraße 4
04889;Netto;Eilenburger Straße 3
04889;;Gneisenaustraße 20
07919;Netto;Langenbacher Straße 2
07952;diska Pausa;Ranspacher Straße 1
07952;Penny;Paul-Scharf-Straße 5
07952;Netto;Franz-Theodor-Strauß-Straße 2a
07985;diska;An der Elsteraue 5
07985;Netto;Bahnhofstraße 26
08056;Globus;Äußere Schneeberger Straße 100
08056;Lidl;Am Fuchsgraben 21
08056;Netto;Katharinenstraße 32a
08056;SPAR express;Am Bahnhof 1
08056;Penny;Oskar-Arnold-Straße 3
08056;Netto;Crimmitschauer Straße 9
08056;Euro Market;Hauptstraße 53
08056;denn's Biomarkt;Oskar-Arnold-Straße 9
08056;Penny;Reichenbacher Straße 50
08056;Penny;Hölderlinstraße 10
08056;Edeka;Katharinenstraße 44
08056;Aldi Nord;Muldestraße 55
08058;Lidl;Leipziger Straße 168
