plz;supermarkt;adresse
88074;Merluzzo Shop;Humpisstraße 13
88074;Norma;Moosstraße 1
88074;REWE Nadler;Hauptstraße 48
88085;Edeka;Eisenbahnstraße 27
88090;Rewe;Meersburger Straße 19
88094;BAG Raiffeisen;Raiffeisenstraße 10
88097;Kaufland;Friedrichshafener Straße 39
88097;Lidl;Friedrichshafener Straße 41
88131;Aldi Süd;Von-Behring-Straße 4
88131;Edeka;Ludwig-Kick-Straße 1
88131;Frantz Klaus-Peter Tierfachmarkt;Steigstraße 29
88131;Kaufmarkt;Kemptener Straße 1
88131;Lidl;Kemptener Straße 17
88131;Lorenz Bahlsen Snack-World;Kemptener Straße 66
88131;Netto City;Marktplatz 5
88131;Netto;Friedrichshafener Straße NA
88131;Rewe;Untere Steig 2
88131;bioOASE;Langenweg 43
88131;denn's Biomarkt;Langenweg 32-34
88138;EDEKA Esslinger;Beim Rothen-Kreuz 1
88138;Netto;Kemptener Straße 26
88142;Hellstern;Ladestraße 2
88145;Ums Eck;Sonnenhalde 2
88145;Zoo Brugger;Wangener Straße 7
88161;Aldi;Sedanstraße 15
88161;Lidl;Staufner Straße 15
88161;Neukauf;Glasbühlstraße 22
88167;Dorfladen;Brugg 37
88167;Dorfmarkt Argental;Schulstraße 6
88171;Feneberg;Friedrich-Heim-Straße 9
88175;REWE Peter Kehrer;Zollstraße 26
88178;Edeka Aumann;Am Sägeplatz 2
88212;Alnatura Supermarkt;Eisenbahnstraße 42
88212;Feneberg;Gänsbühl 2
88212;Markthalle;Marktstraße 6
88212;Norma;Gartenstraße 77
88214;Edeka;Tettnanger Straße 357
88214;Netto Marken-Discount;Jahnstraße 11
88214;Norma;Jahnstraße 26
88214;denn's Biomarkt;Jahnstraße 5
88239;Ceres Naturkostladen;Lindauer Straße 87
88239;Feneberg;Spitalstraße 7
88250;CAP-Markt;Kirchstraße 7
88250;Mert Market;Maybachstraße 5
88250;Nahkauf;Boschstraße 6
88250;Rosenhäusle Frischkostladen;Wilhelm-Braun-Straße 3
88255;CAP-Markt;Dorfplatz 2
88255;Norma;Baindter Straße 8
88267;EDEKA Knestele;Wolfegger Straße 4
88271;Müller's Frischemarkt;Riedhauser Straße 1/1
88271;Nah & Gut Trogisch;Öschweg 8
88271;Späth;Lindenstraße 2
88279;Feneberg;Fohlenweide 1
88284;Edeka nah & gut;Kirchstraße 16
88299;Norma;Isnyer Straße 5/2
88299;Rewe;Bahnhofsarkaden 1
88317;Rewe;Hochstraße 6
88326;Norma;Auf der Steige 50
88326;Penny;Alte Kiesgrube 3
88339;Netto;Gaisbeurer Straße 44
88348;Aldi;Schwarzenbacher Straße 1
88348;Norma;Fuchsgasse 3
88348;Penny Markt;Moosheimer Straße 29
88348;Rewe Günay;Max-Eyth-Straße 6
88370;Blumengärtnerei;Kornstraße 6
88400;Biomonde;Boulevard de la Jamagne 81
88400;Leader Price;Rue Charles de Gaulle 13
88400;Metropol;Bachgasse 15
88400;NA;NA 2502
88400;Nar Supermarkt;Fünf Linden 23
88400;Supermarché Match;Rue Carnot 11
88410;Naturkostladen Kernbeisser;Franz-Graf-Straße 5
88416;NORMA;Ulmer Straße 51
88422;Rewe;Schussenrieder Straße 20
88427;Rewe;Zeppelinstraße 1
88444;Frischemarkt Mohr;Riedweg 18
88444;Netto Marken-Discount;Noherrstraße 35
88457;Edeka Heck;Fellheimer Straße 2
88489;Frischemarkt Subasi;Poststraße 17/2
88512;Netto Marken-Discount;Meßkircher Straße 2
88515;Bäckerei Stehle;Hauptstraße 59
88630;ALDI;Otterswanger Straße 5/4
88630;Rewe;Otterswanger Straße 5/3
88630;Weltladen;Am alten Spital 10
88662;E-Center;Lippertsreuter Straße 61
88682;E neukauf Salem;Leopoldstraße 7
88690;Edeka;Reismühlenweg 1
88696;Frischemarkt;Hauptstraße 56
88699;Frischemarkt Hiller;Bahnhofstraße 3
88718;Rewe;Brühl 5
89073;Alnatura;Neue Straße 97-99
89073;Feneberg;Frauenstraße 11
89073;Rewe City;Münsterplatz 16
89075;Lidl;Haslacher Weg 24
89075;Rewe;Haslacher Weg 24
89075;Rewe;Trollingerweg 14
89075;Rewe;Virchowstraße 2
89077;Alnatura;Blaubeurer Straße 53
89077;Grüner Zweig;Haßlerstraße 17
89079;Rewe Ehlert;Beim Brückle 1
89081;CAP-Markt;Lehrer Straße 1
89129;Edeka - Aktiv Markt Dörflinger;Angertorstraße 15
89129;Linzmeier Baustoffe GmbH & Co. KG;Riedheimer Straße 20
89134;ALDI;Max-Hilsenbeck-Straße 1
89134;Lidl;Max-Hilsenbeck-Straße 4
89134;Rewe;Hummelstraße 7-11
89231;CAP-Markt;Krankenhausstraße 1
89231;Edeka xpress;Reichenberger Straße 9
89231;Edeka;Borsigstraße 15
89231;Penny;Reuttier Straße 56
89250;Mix Markt;Danziger Straße 1
89250;Norma;Hauptstraße 37
89250;Schmid Natur;Berliner Straße 7
89257;Memminger Straße;2 c(10.1027076, 48.2220906)
89264;Aldi Süd;Reichenbacher Straße 21
89264;Feneberg;Reichenbacher Straße 23
89269;Rewe;Memminger Straße 9
89312;Müller Drogerie;Bürgermeister-Landmann-Platz 7
89312;denn's Biomarkt;Geschwister-Scholl-Straße 1C
89335;Rewe;Günztalstraße 2
89340;Norma;Maximilianstraße 28
89340;V-Markt;Augsburger Straße 38
89343;Netto;Hauptstraße 103
89343;Norma;Hauptstraße 102
89415;CAP-Markt;Herzog-Georg-Straße 80
89420;Edeka;Lutzinger Straße 4
89420;Norma;Herzogin-Anna-Straße 7
89423;Sonnenladen Naturkost und Café;Obere Vorstadt 37
89438;EDEKA Helmschrott;Römerstraße 13
89518;Aldi Süd;Steinheimer Straße 19
89520;Aldi Süd;Nördlinger Straße 64
89520;CAP-Markt;Grünewaldplatz 12
89520;NA;In den Seewiesen 66
89537;Kaufland;Marktstraße 86
89537;Lidl;Leipziger Straße 4
89542;Aldi Süd;Zeppelinweg 6
89542;CAP-Markt;Herbrechtinger Straße 5
89547;Netto Marken-Discount;Daimlerstraße 5
89551;Rewe;Aalener Straße 23
89567;Hofladen Bio-Mäck;Weiherstraße 1
89584;ALDI Süd;Adolffstraße 44
89584;Aydinlar Market;Bahnhof 7
89584;Bumis;Am Wenzelstein 53
89584;LIDL;Münsinger Straße 33
89584;Rewe;Adolffstraße 46
89601;Rewe;Ehinger Straße 18/5
90402;Aldi;Königstraße 83 - 87
90402;Asiatischer Lebensmittelmarkt;Färberstraße 58
90403;Lebe Gesund;Josephsplatz 11
90403;Lotos Naturkostladen;Unschlittplatz 1
90403;Penny;Äußerer Laufer Platz 24
90403;Rewe;Äußerer Laufer Platz 24
90408;Edeka;Bucher Straße 86
90408;La Costache;Bucher Straße 106
90408;Norma;Nordring 35
90408;Rewe;Schweppermannstraße 27
90408;ebl Naturkost;Kaulbachstraße 5
90408;mediCig Deutschland - Filiale Nürnberg;Rollnerstraße 46
90409;Edeka Neubauer;Löbleinstraße 38
90409;Netto;Äußere Bayreuther Straße 105
90411;Norma;Rathsbergstraße 19
90411;ebl;Kilianstraße 251
90419;Asia Kauf-Center Nord;Kirchenweg 19
90419;Norma;Johannisstraße 90-94
90419;Reformhaus Reiber;Bucher Straße 69
90419;Rewe;Kirchenweg 5
90427;Netto;Knebelstraße 1
90427;Rewe;Lichtenfelser Straße 2a
90429;Aldi Süd;Reutersbrunnenstraße 55
90429;Ital. Markt Biancardi;Eberhardshofstraße 5b
90429;Kaufland;Fürther Straße 187
90429;Lidl;Rohrmannstraße 11
90429;Norma;Obere Kanalstraße 30
90429;Norma;Willstraße 15
90429;Plärrer Supermarkt;Am Plärrer 2
90429;bio und nah;Rosenaustraße 16
90431;Naturkost-Laden Gaismannshof;Lehrberger Straße 72
90439;Rewe;Geisseestraße 42
90441;Edeka Center Schätz;Kurt-Triest-Straße 5
90441;Mix Markt;Schweinauer Hauptstraße 127
90443;Aldi;Peter-Henlein-Straße 27-31
90443;Aldi;Zeltnerstraße 19
90443;Hellas Market;Kohlenhofstraße 1
90443;Kaufland;Dianaplatz 23-25
90443;Mitu Asia Shop;Melanchthonplatz 10
90443;Rewe;Sandstraße 20a
90443;Vino & Pasta Da Enza;Peter-Henlein-Straße 3a
90449;Marktkauf;Dombühler Straße 9
90449;Netto;Südwestpark 64
90449;Penny;Dombühler Straße 2
90451;Aldi Süd;Eibacher Hauptstraße 127
90451;Netto;Eibacher Hauptstraße 121
90451;Norma;Eibacher Hauptstraße 50a
90453;Norma;Einsteinring 2
90453;Norma;Katzwanger Hauptstraße 33
90453;ebl Naturkost;Katzwanger Hauptstraße 58-60
90453;ebl Naturkost;Reichelsdorfer Hauptstraße 171
90455;Rewe;Radmeisterstraße 3
90459;Penny;Galgenhofstraße 49
90461;CAN Supermarkt;Ingolstädter Straße 53
90461;CAN city;Allersberger Straße 57
90461;Lidl;Allersberger Straße 130a
90461;Mix Markt;Neulichtenhofstraße 16
90461;Norma;Allersberger Straße 56
90461;denn's Biomarkt;Allersberger Straße 100
90469;nah & gut;Schießplatzstraße 29
90471;EDEKA C. Schätz;Thomas-Mann-Straße 58
90471;Mix Markt;Wettersteinstraße 39
90473;EDEKA nah & gut Eckerlein;Imbuschstraße 61
90473;Norma;Bonhoefferstraße 12
90473;Rewe;Glogauer Straße 30
90475;Norma;Fischbacher Hauptstraße 110
90478;Norma;Schweiggerstraße 16
90478;Rewe;Schweiggerstraße 2
90478;Want Want Asia Supermarket;Schweiggerstraße 31
90478;nah & gut;Velburger Straße 3
90480;Bio in Zabo;Aussiger Platz 2
90480;NA;Pastoriusstraße 51
90482;Dinner for Dogs & Dinner for Cats;Breitengraserstrasse 6
90482;Netto Marken-Discount;Laufamholzstraße 100
90482;Netto;Happurger Straße 64
90482;Netto;Ostendstraße 64
90482;Rewe;Schönseer Straße 1
90482;ebl Naturkost;Happurger Straße 132
90482;ebl;Laufamholzstraße 38
90489;Edeka center;Sulzbacher Straße 77
90489;NA;Welserstraße 42
90489;Netto;Äußere Sulzbacher Straße 10
90489;Rewe;Welserstraße 70
90489;denn's Biomarkt;Äußere Cramer-Klett-Straße 21
90489;ebl-naturkost;Sulzbacher Straße 81
90491;Real;Äußere Bayreuther Straße 80
90491;Za-Ra Markt;Leipziger Platz 1-3
90491;denn's Biomarkt;Äußere Sulzbacher Straße 124a
90491;ebl naturkost;Äußere Sulzbacher Straße 121-123
90513;E center Schuler;Rothenburger Straße 28
90513;ebl;Rothenburger Straße 22
90518;Bio-am-Markt;Unterer Markt 7
90518;Ebl;Nürnberger Straße 27
90518;NaturKöstlich;Wehrmauer 1
90518;Penny;Pfaffentalstraße 31-33
90518;Rewe;Prackenfelser Straße 8
90522;Netto;Am Rathaus 14
90537;Biomarkt Ebl;Hauptstraße 15-17
90547;Penny;Schillerstraße 33-37
90552;Norma;Am Gewerbepark 3
90552;Rewe;Bahnhofstraße 16
90556;Aldi Süd;Am Seukenbach 4
90556;Norma;Zum Wasserhaus 10
90556;Rewe;Am Seukenbach 2
90574;Penny-Markt;Untere Bahnhofstraße 6
90592;LIDL;Bahnhofstraße 8
90607;Norma;Hauptstraße 3
90762;Das Welthaus;Gustavstraße 31
90762;Netto Marken-Discount;Alexanderstraße 11
90762;Norma+Rodi;Mathildenstraße 6
90762;Norma;Friedrichstraße 12
90762;Norma;Gustavstraße 65
90762;Tegut;Gustav-Schickedanz-Straße 2
90763;E-center "Kulinarikwelten" Stengel;Waldstraße 101a
90763;Norma;Kaiserstraße 173
90763;Rewe;Kaiserstraße 22
90763;Tegut;Herrnstraße 26
90765;Selgros;Hans-Vogel-Straße 113
90765;Thomas-Philipps;Fritz-Gastreich-Straße 3
90765;denn's Biomarkt;Hans-Vogel-Straße 54
90766;Aldi;Würzburger Straße 171
90766;E center Schätz;Würzburger Straße 140
90768;Edeka nah & gut;Heilstättenstraße 101
91052;Aldi;Allee am Röthelheimpark 15
91052;Ebl Naturkost;Allee am Röthelheimpark 11
91052;Eva's Apfel;Luitpoldstraße 31
91052;NA;Carl-Thiersch-Straße 4
91052;Netto;Stubenlohstraße 1
91052;Norma;Karl-Zucker-Straße 7-9
91052;Norma;Rathausplatz 3
91052;Rewe;Karl-Zucker-Straße 10
91052;Rewe;Michael-Vogel-Straße 1a
91054;Asia-Supermarkt Thanh Long;Universitätsstraße 9
91054;Biomarkt Vier Jahreszeiten;Richard-Wagner-Straße 2
91054;Norma;Marktplatz 4
91054;Reformhaus Kolbe;Marktplatz 5
91056;E-Center;Neumühle 4
91056;Edeka Wiemann;Möhrendorfer Straße 4
91056;Irina;Dorfstraße 56
91056;Lidl;Neumühle 4
91056;Norma;Odenwaldallee 31
91056;Norma;Sylvaniastraße 14
91056;Rewe;Rudeltplatz 2
91058;Calendula;Heuweg 9a
91058;NA;Wetterkreuz 4
91074;EDEKA Center Bächmann;Erlanger Straße 60
91074;ebl Herzo;Erlanger Straße 62
91088;Edeka;Frankenstraße 75
91126;Der Bauernladen;Höllgasse 5
91126;EDEKA Krawczyk;Am Pointgraben 3
91126;Ebl Naturkost;Südliche Ringstraße 22-26
91126;Edeka;Wittelsbacherstraße 7
91126;Lidl;Berliner Straße NA
91126;Netto;Fürther Straße 35
91126;Rewe;Rother Straße 44
91126;denn's Biomarkt;Am Falbenholzweg 15-17
91154;Aldi;Von-Vollmar-Straße 1
91154;Norma;Willy-Supf-Platz 2
91161;Netto;Industriestraße 21
91161;Penny;Allersberger Straße 13
91174;Edeka;Rother Straße 6
91207;Aldi-Süd;Karl-Büttner-Ring 11
91207;Antalya Markt;Hermannstraße 29
91207;Biomarkt Lauf;Simonshofer Straße 5
91207;E-Center;Hersbrucker Straße 62
91207;Norma;Röthenbacher Straße 26
91207;Rewe;Nürnberger Straße 103
91207;dorfladen Simonshofen eG;Hopfenstraße 23a
91217;Biomarkt;Poststraße 6
91217;REWE-Markt Binder;Steingasse 5
91284;Benaburger;Marktplatz 1
91284;Edeka;Oberer Markt 2b
91287;Aldi;Gewerbepark Schönthal 2
91287;Rewe;Gewerbepark Schönthal 4
91301;Aldi Süd;Bayreuther Straße 10
91301;E-Center;Bamberger Straße 51
91301;E-Center;Hafenstraße 2
91301;Lidl;Bügstraße 80
91315;Edeka;Erlanger Straße 6
91320;Netto;Pretzfelder Straße 26
91330;Lidl;Weinhütten 1
91334;Edeka;Wolfenäckerstraße 1
91334;Netto;Hauptstraße 36
91341;Norma;Gewerbering 2
91341;Rewe;Lohmühlweg 10
91353;E-Center;Heroldsbacher Straße 50
91353;Norma;Heroldsbacher Straße 52
91356;REWE Getränkemarkt Lochner;Pfarrstraße 3
91356;REWE nahkauf Lochner;Hauptstraße 24
91413;Edeka E-Center;Nürnberger Straße 51
91413;Norma;Karl-Eibl-Straße 32
91438;ÖZDIL Obst & Gemüse Fruchtecke;Johanniterstraße 15
91448;Netto;Erlanger Straße 8
91448;Norma;Wiesenweg 1
91452;Ostertag's Bio Hofladen;45 c(10.724442, 49.464812)
91456;Greller's Backhaus;Neustädter Straße 52
91456;Netto-Markt;Neustädter Straße 52
91474;tegut;Uhlstädter Straße 8
91522;Edeka;Brauhausstraße 7b
91522;Kaufland;Ritter-von-Lang-Allee 7
91522;Norma;Rothenburger Straße 10
91522;Saigon Markt;Endresstraße 14
91541;Kaufland;Bahnhofstraße 15
91541;Lidl;Erlbacher Straße 48
91541;VrEiMaN Öko-Lebensmittel;Galgengasse 52
91550;Rewe;Luitpoldstraße 27
91560;Netto;Nürnberger Straße 43
91560;Norma;Fürther Straße 40
91564;Reformhaus;Heilsbronner Straße 4
91567;REWE Herrieden;Münchener Straße c(10.5021947, 49.2351727)
91595;Norma;Im Herrmannshof 3
91596;Kaufhaus Kochler;Bechhofener Straße 2
91614;Lebensmittelgeschäft Haßel;Limesstraße 13
91626;CAP-Markt;Industriestraße 1
91634;Netto;Hetschenlache 1
91639;Penny Markt;Biederbacher Straße 27
91710;EDEKA Höfler;Weißenburger Straße 108
91731;Dorfladen Langfurth eG;Hauptstraße 26
91757;Lidl;Kanalstraße 49
91781;KENA - Gesund wohnen. Gesund leben.;Wildbadstraße 9
91790;Netto;Weißenburger Straße 24
92224;Biomarkt Augustin;Marienstraße 3
92224;Demeter Biohof Walz;In der Schäflohe 4
92224;Mixmarkt;Schwindstraße 1
92237;Kaufland;Krötenseestraße 1
92237;Lidl;Karolinenstraße 26
92237;Rewe;Rosenberger Straße 104
92249;Netto Markt;Schlichter Straße 10
92253;Bäckerei Schaller;Wernberger Straße 37
92284;Netto Marken-Discount;Zum Sinterbühl 2
92318;Norma;Nürnberger Straße 48
92318;Norma;Obere Marktstraße 8
92331;EDEKA Pirzer;Eglwanger Straße 3
92345;Norma Filiale;Hauptstraße 76
92353;Norma;Pyrbaumer Straße 4
92364;Norma;Untere Hauptstraße 13
92364;Zellermühle;Untere Hauptstraße 7
92421;AK Market;Wackersdorfer Straße 13
92421;Biomarkt Schwandorf;Adolf-Kolping-Platz 3
92421;Naturkost Wallwurz;Friedrich-Ebert-Straße 41
92533;Netto Marken-Discount;Am Franzosengraben 10
92536;Biolino Biomarkt;Landgraf-Johann-Straße 6
92539;Nah & Gut;Hauptstraße 29
92637;Aldi Süd;Untere Bauscherstraße 5
92637;Lidl;Leimbergerstraße 55
92637;Lidl;Professor-Zintl-Straße 11
92637;Lidl;Zur Centralwerkstätte 22
92637;Markthaus;Oberer Markt 13
92637;Mix Markt;Pfeifferstraße 2
92637;NORMA;Dr.-Martin-Luther-Straße 25
92637;Netto;Friedrich-Ebert-Straße 39
92637;Netto;Robert-Bosch-Straße 1
92637;Norma;Leimbergerstraße 67
92637;Norma;Pressather Straße 51
92637;REWE-Markt;Peuerlstraße 36
92637;Rewe;Frauenrichter Straße 33
92637;eseo;Dr.-Martin-Luther-Straße 9
92660;EDEKA Legat;Innere Floßer Straße 3
92660;Lebensmittel Kraft;Knorrstraße 7
92660;NKD;Bahnhofstraße 8
92660;Norma;Naabstraße 5
92670;Georg Forster;Hauptstraße 10+12
92670;Netto Marken-Discount AG & Co. KG;Kiebitzweg 1
92670;Raumausstattung Ellert;Rundschleifstraße 8
92690;Naturkost Lebensart;Bahnhofstraße 20
92709;EDEKA mini markt Bock;Hauptstraße 24
92723;Dorfladen Gleiritsch;Zeinrieder Straße 2
92727;Gänsbürgerladen;Vohenstraußer Straße 1
93047;Alnatura;D.-Martin-Luther-Straße 2
93047;Edeka;Neupfarrplatz 8
93047;Naturmarkt;Glockengasse 16
93047;denn's Biomarkt;Kumpfmühler Straße 8
93049;Alnatura;Joseph-Dahlem-Straße 3
93049;Edeka;Joseph-Dahlem-Straße 7
93049;Netto;Agnesstraße 24
93049;dm-Drogeriemarkt;Rennweg 12a
93051;Edeka Ott;Boelckestraße 2
93051;Edeka;Doktor-Gessler-Straße 45
93051;Netto Marken-Discount;Doktor-Gessler-Straße 2
93053;Al-Madina;Furtmayrstraße 10
93053;Edeka;Hornstraße 6
93053;Kaufland;NA NA
93053;Mix Markt;Langobardenstraße 2
93053;Norma;Hornstraße 6
93053;Penny Kasernenviertel;Hornstraße 10
93055;Lidl;Friedrich-Viehbacher-Allee 9
93055;Polnische Spezialitäten LUKULLUS Regensburg;Greflingerstraße 53
93055;REWE-Center;Kastenmaierstraße 2
93055;Rewe;Glashüttenstraße 7
93057;Edeka;Isarstraße 60
93057;Hausler Getränkemarkt;Wutzlhofen 55
93059;Alnatura;Donaustaufer Straße 128
93059;Bio-Insel;Andreasstraße 1
93059;E-Center;Weichser Weg 5
93059;Norma;Altmühlstraße 11
93059;biomarkt Neuhoff;Weichser Weg 5
93073;Aldi Süd;Pommernstraße 17
93073;Globus;Pommernstraße 4
93073;Katjuscha;Schlesische Straße 46
93073;denn's Biomarkt;Pommernstraße 19
93092;Edeka;c(12.1957951, 48.9999587) 885871558
93096;Lidl;Bahnhofstraße 2
93128;Netto Marken-Discount;Regensburger Straße 10
93138;Edeka Aktiv Markt;Regendorfer Straße 5
93142;Rewe;Hermann-Ehlers-Straße 1
93152;Blumenladen Paul Weber;Brunnenstraße 1
93173;Edeka Aktivmarkt Dirnberger;Bahnhofstraße 4
93183;Netto Marken-Discount;Im Vilsfeld 1
93194;EDEKA;Lohmühlstraße 4
93309;E-Center;Schäfflerstraße 1
93309;Netto;Rennweg 122
93326;Achtner Markthalle;Von-Hazzi-Straße 50
93326;Edeka Center;Straubinger Straße 42
93326;Fair Markt;Regensburger Straße 60
93326;Lidl;Straubinger Straße 14
93326;Netto;Straubinger Straße 11
93326;Netto;Straubinger Straße 42
93413;Kaufland;Rodinger Straße 22
93413;Netto Marken-Discount;Janahofer Straße 26
93413;Netto;Nunstinger Straße 7
93413;Norma;Hans-Eder-Straße 30
93413;Rewe;Werner-von-Siemens-Straße 18
93426;Edeka;Singergartenweg 4
93426;Rewe;Further Straße 4
93444;Bioladen MUTTER ERDE;Marktstraße 9
93449;Edeka;Heinrich-Eiber-Straße 7-9
93449;Netto Waldmuenchen;Hammerstraße 38
93449;Norma;Heinrich-Eiber-Straße 5
93449;Seilerbauer;Marktplatz 8
93468;Edeka Welter;Chamer Straße 2
94034;Edeka Schwaiberger;Alte Straße 63
94036;Norma;Regensburger Straße 55
94060;Einkaufszentrum Pocking (EZP);Indlinger Straße 8
94072;Aldi Süd;Hofgartenweg 6
94078;Edeka;Stadtplatz 8-10
94078;Kreuzberger Annalon;Kreuzberg 98
94078;Norma;Bahnhofstraße 26
94089;nah & gut EDEKA;Branntweinhäuser 10
94099;Edeka;Hauptstraße 18
94110;Lebensquell Naturkost;Passauer Straße 23
94110;Nah und Frisch Kössler;Marktstraße 25
94113;Edeka;Weideneckerstraße 7
94136;Edeka Fisch;Kurpromenade 1a
94149;EDEKA aktiv Markt Braun;Ragern 22
94157;Penny Markt;Waldenreuter Straße 12
94161;E aktiv markt;Passauer Straße 26a
94209;Reformhaus Busch;Am Sand 3
94227;EDEKA;Scheibenfeld 2
94227;Reformhaus Schachenmayer;Stadtplatz 41
94249;Aldi;Kötztinger Straße NA
94249;Edeka Nah und Gut;Jahnstraße 13
94249;Rewe;Bahnhofsweg 59
94315;Die Spezerei;Simon-Höller-Straße 24
94315;EDEKA Stadler + Honner;Oppelner Straße 5
94315;K&A Supermarkt;Am Anger 15
94315;Kalinka - Russische Lebensmittel;Posener Straße 20
94315;Kaufland;Hebbelstraße 6
94315;NA;Landshuter Straße 197
94315;NORMA;Hebbelstraße 14 b
94360;Edeka aktiv markt;Bayerwaldstraße 24
94405;Kaufland;Straubinger Straße 64
94405;Ökohalle Landau;Straubinger Straße 50
94424;Netto Marken-Discount;Bürgermeister-Haberl-Straße 2
94428;Nah und Gut;Landauer Straße 15
94437;Edeka;Hauptstraße 23
94469;Familie Lebensmittel;Bahnhofstraße 61
94469;King Bazar;Westlicher Stadtgraben 60
94469;Müller;Michael-Fischer-Platz 3
94469;Netto Marken-Discount;Stadtfeldstraße 16
94469;bayrische Türke;Nördlicher Stadtgraben 10
94469;denn's Biomarkt;Graflinger Straße 135
94469;nahkauf;Oberer Stadtplatz 8
94474;Edeka;Hauptstraße 59
94474;Netto Marken-Discount;Kloster-Mondsee-Straße 4
94474;Penny;Aidenbacher Straße 2
94481;Rewe;Bahnhofstraße 12
94496;Edeka;Griesbacher Straße 36
94496;Netto;Griesbacher Straße 24
94518;Norma;Konrad-Wilsdorf-Straße 1b
94544;Nah und Gut;Hauptstraße 19
94551;Edeka Markt Tanja Weber;Obstgartenstraße 2
94556;Edeka;Kaiserstraße 16
94575;Edeka;Turmstraße 2a
94575;Netto Marken-Discount;Vilshofener Straße 4
95028;Al-Bareke Markt;Lorenzstraße 30
95028;Aldi;Christoph-Klauß-Straße 15
95028;Alscham Syrischer Supermarkt;Königstraße 41
95028;Edeka;Christoph-Klauß-Straße 13
95028;Izmir Markt;Alsenberger Straße 17
95028;Mix Markt;Heiligengrabstraße 27
95028;Norma;Ludwigstraße 40
95030;Aldi;Kornhausacker 7
95030;Diska;Köditzer Straße 9
95030;LIDL;Leopoldstraße 14
95030;Netto Marken-Discount;Kulmbacher Straße 46
95030;Norma;August-Mohl-Straße 38
95030;Rewe;August-Mohl-Straße 38
95032;Kaufland;Hans-Böckler-Straße 19
95032;Netto Markendiscount;Peuntweg 1
95032;denn's Biomarkt;Wunsiedler Straße 7
95119;LIDL;Kronacher Straße 38
95173;DISKA;Selber Straße c(12.0917416, 50.1972112)
95189;Netto;Göstrastraße 3
95326;Daves Biomarkt;Albert-Ruckdeschel-Straße 3
95326;LIDL;Am Kreuzstein 7
95349;Naturkost Unger;Kirchplatz 5
95444;Asia Markt Neue Welt;Richard-Wagner-Straße 23
95444;Mc Geiz;Richard-Wagner-Straße 19
95444;Netto Marken-Discount;Richard-Wagner-Straße 17
95444;Norma;Kanalstraße 17
95444;Rewe;Friedrichstraße 53
95444;denn's Biomarkt;Friedrich-von-Schiller-Straße 35
95445;Aldi Süd;Himmelkronstraße 1
95445;Edeka;Carl-Burger-Straße 8
95445;Edeka;Meranierring 2
95445;Lidl;Meranierring 49
95445;Nahkauf;Preuschwitzer Straße 23
95445;Netto Marken-Discount;Spinnereistraße 7
95445;Norma;Am Bauhof 4
95445;Rewe;Spinnereistraße 5-7
95447;Edeka;Eichendorffring 1
95447;Mix Markt;Leuschnerstraße 80
95447;Netto Marken-Discount;Leuschnerstraße 84
95447;Rewe;Justus-Liebig-Straße 8
95448;Aldi Süd;Nürnberger Straße 96
95448;Aldi Süd;Theodor-Schmidt-Straße 12
95448;Lidl;Bernecker Straße 26
95448;Netto Marken-Discount;Markgrafenallee 11
95448;Norma;Kemnather Straße 27
95448;Real;Riedingerstraße 21
95463;Lidl;Leuschnitzstraße 2a
95463;Megapolis;St.-Georgen-Straße 23a
95466;NORMA;Bahnhofstraße 18
95478;Netto;Röntgenstraße 1
95482;Rewe;Bayreuther Straße c(11.7293247, 50.0941656)
95502;Aldi Süd;Kulmbacher Straße 3
